order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-12-05,2023,4,12,December,Asia Pacific,Japan,Clothing,Kids,Consumer,10,90.45,904.5,636.63,267.87,0.2962
2022-08-14,2022,3,8,August,North America,Mexico,Clothing,Men,Consumer,12,147.41,1768.92,1100.05,668.87,0.3781
2022-03-26,2022,1,3,March,Europe,Italy,Clothing,Women,Consumer,5,72.68,363.4,190.39,173.01,0.4761
2023-07-27,2023,3,7,July,North America,Mexico,Office Supplies,Appliances,Small Business,14,167.93,2351.02,1345.94,1005.08,0.4275
2023-12-11,2023,4,12,December,North America,United States,Clothing,Men,Consumer,18,125.48,2258.64,1267.31,991.33,0.4389
2024-08-27,2024,3,8,August,Europe,Spain,Electronics,Laptops,Corporate,12,665.48,7985.76,5340.09,2645.67,0.3313
2022-01-14,2022,1,1,January,Asia Pacific,Singapore,Electronics,Accessories,Consumer,6,42.95,257.7,212.12,45.58,0.1769
2024-06-09,2024,2,6,June,Asia Pacific,Singapore,Clothing,Men,Corporate,14,168.74,2362.36,1618.39,743.97,0.3149
2023-10-03,2023,4,10,October,Asia Pacific,India,Office Supplies,Appliances,Consumer,1,223.88,223.88,151.23,72.65,0.3245
2023-05-06,2023,2,5,May,North America,Canada,Office Supplies,Writing,Consumer,12,8.87,106.44,54.53,51.91,0.4877
2024-11-07,2024,4,11,November,Europe,United Kingdom,Electronics,Phones,Small Business,16,255.1,4081.6,2577.45,1504.15,0.3685
2022-04-23,2022,2,4,April,North America,Mexico,Clothing,Women,Consumer,12,59.52,714.24,457.07,257.17,0.3601
2022-04-11,2022,2,4,April,North America,Mexico,Electronics,Accessories,Consumer,17,89.97,1529.49,960.34,569.15,0.3721
2022-02-01,2022,1,2,February,Europe,United Kingdom,Clothing,Men,Small Business,3,58.62,175.86,118.93,56.93,0.3237
2024-09-24,2024,3,9,September,North America,Canada,Clothing,Men,Small Business,7,106.51,745.57,486.84,258.73,0.347
2024-05-29,2024,2,5,May,Europe,United Kingdom,Office Supplies,Writing,Corporate,2,4.47,8.94,6.82,2.12,0.2371
2023-09-18,2023,3,9,September,North America,Canada,Electronics,Accessories,Consumer,11,12.19,134.09,111.8,22.29,0.1662
2023-12-17,2023,4,12,December,Latin America,Argentina,Office Supplies,Paper,Home Office,5,25.8,129.0,69.77,59.23,0.4591
2023-10-05,2023,4,10,October,North America,Canada,Office Supplies,Writing,Small Business,14,18.05,252.7,145.54,107.16,0.4241
2022-09-03,2022,3,9,September,Europe,Spain,Furniture,Tables,Consumer,9,249.14,2242.26,1538.99,703.27,0.3136
2022-08-13,2022,3,8,August,North America,United States,Clothing,Men,Small Business,7,139.21,974.47,690.15,284.32,0.2918
2022-02-05,2022,1,2,February,North America,Canada,Furniture,Storage,Small Business,16,190.97,3055.52,2350.2,705.32,0.2308
2024-05-25,2024,2,5,May,North America,United States,Electronics,Laptops,Consumer,6,1820.18,10921.08,7172.25,3748.83,0.3433
2023-07-20,2023,3,7,July,Latin America,Argentina,Electronics,Phones,Consumer,4,697.18,2788.72,2022.56,766.16,0.2747
2022-04-14,2022,2,4,April,Europe,Spain,Clothing,Footwear,Consumer,2,22.6,45.2,23.16,22.04,0.4876
2023-07-04,2023,3,7,July,North America,United States,Office Supplies,Appliances,Consumer,16,190.35,3045.6,1610.46,1435.14,0.4712
2022-09-20,2022,3,9,September,North America,United States,Clothing,Men,Consumer,13,174.99,2274.87,1377.4,897.47,0.3945
2023-12-13,2023,4,12,December,Europe,Germany,Electronics,Accessories,Home Office,12,104.65,1255.8,794.22,461.58,0.3676
2022-07-21,2022,3,7,July,North America,Canada,Furniture,Tables,Corporate,7,191.84,1342.88,1075.41,267.47,0.1992
2023-07-30,2023,3,7,July,North America,Mexico,Office Supplies,Binders,Corporate,9,11.94,107.46,67.36,40.1,0.3732
2022-06-29,2022,2,6,June,Asia Pacific,China,Electronics,Laptops,Corporate,8,1562.45,12499.6,10073.13,2426.47,0.1941
2023-04-08,2023,2,4,April,Latin America,Chile,Clothing,Kids,Consumer,6,114.52,687.12,437.53,249.59,0.3632
2024-07-08,2024,3,7,July,Latin America,Colombia,Electronics,Wearables,Small Business,8,210.27,1682.16,1423.63,258.53,0.1537
2022-04-01,2022,2,4,April,Asia Pacific,China,Electronics,Accessories,Consumer,12,51.23,614.76,496.92,117.84,0.1917
2022-03-19,2022,1,3,March,Europe,United Kingdom,Electronics,Laptops,Consumer,18,896.01,16128.18,11626.77,4501.41,0.2791
2022-01-01,2022,1,1,January,Asia Pacific,Australia,Furniture,Storage,Small Business,14,495.78,6940.92,4380.99,2559.93,0.3688
2024-01-07,2024,1,1,January,Europe,Italy,Clothing,Men,Corporate,13,78.5,1020.5,682.77,337.73,0.3309
2022-09-23,2022,3,9,September,North America,Mexico,Clothing,Women,Corporate,3,158.29,474.87,339.93,134.94,0.2842
2023-05-02,2023,2,5,May,North America,Canada,Furniture,Tables,Corporate,1,676.86,676.86,431.08,245.78,0.3631
2022-10-03,2022,4,10,October,Latin America,Colombia,Electronics,Accessories,Corporate,17,98.13,1668.21,1211.28,456.93,0.2739
2023-10-17,2023,4,10,October,Europe,Italy,Office Supplies,Paper,Corporate,13,17.73,230.49,120.3,110.19,0.4781
2022-12-14,2022,4,12,December,Latin America,Chile,Clothing,Footwear,Home Office,6,24.93,149.58,98.57,51.01,0.341
2024-12-18,2024,4,12,December,Asia Pacific,Singapore,Office Supplies,Writing,Small Business,8,2.03,16.24,8.37,7.87,0.4846
2023-05-19,2023,2,5,May,Asia Pacific,Singapore,Electronics,Wearables,Consumer,9,504.36,4539.24,3542.64,996.6,0.2196
2023-08-18,2023,3,8,August,Asia Pacific,China,Furniture,Tables,Small Business,18,1013.12,18236.16,11211.58,7024.58,0.3852
2022-12-02,2022,4,12,December,North America,Mexico,Clothing,Women,Consumer,15,187.59,2813.85,1855.0,958.85,0.3408
2023-01-20,2023,1,1,January,Europe,Germany,Electronics,Wearables,Corporate,5,615.65,3078.25,2310.24,768.01,0.2495
2024-10-02,2024,4,10,October,Latin America,Brazil,Furniture,Storage,Consumer,15,475.86,7137.9,4155.58,2982.32,0.4178
2024-06-13,2024,2,6,June,North America,United States,Electronics,Wearables,Small Business,3,363.92,1091.76,767.54,324.22,0.297
2024-12-18,2024,4,12,December,Asia Pacific,India,Electronics,Phones,Corporate,1,267.07,267.07,169.9,97.17,0.3638
2022-12-12,2022,4,12,December,Asia Pacific,China,Electronics,Phones,Small Business,4,512.47,2049.88,1562.75,487.13,0.2376
2022-11-28,2022,4,11,November,North America,United States,Electronics,Laptops,Small Business,4,1274.93,5099.72,4005.43,1094.29,0.2146
2022-10-29,2022,4,10,October,Asia Pacific,China,Office Supplies,Appliances,Small Business,9,100.8,907.2,601.37,305.83,0.3371
2023-09-28,2023,3,9,September,Asia Pacific,India,Furniture,Chairs,Corporate,14,328.24,4595.36,3631.08,964.28,0.2098
2024-03-24,2024,1,3,March,Europe,Italy,Office Supplies,Binders,Consumer,11,23.25,255.75,152.49,103.26,0.4038
2024-08-02,2024,3,8,August,Europe,United Kingdom,Clothing,Men,Consumer,4,112.55,450.2,280.54,169.66,0.3769
2024-12-05,2024,4,12,December,Asia Pacific,China,Clothing,Women,Consumer,5,186.99,934.95,486.44,448.51,0.4797
2022-05-25,2022,2,5,May,Europe,Italy,Furniture,Storage,Corporate,5,282.59,1412.95,934.08,478.87,0.3389
2024-07-26,2024,3,7,July,Asia Pacific,China,Furniture,Desks,Small Business,15,982.79,14741.85,10795.0,3946.85,0.2677
2023-08-31,2023,3,8,August,Europe,Spain,Office Supplies,Appliances,Consumer,18,225.33,4055.94,2321.95,1733.99,0.4275
2024-08-08,2024,3,8,August,Europe,Spain,Office Supplies,Writing,Corporate,16,9.24,147.84,76.97,70.87,0.4794
2024-04-22,2024,2,4,April,Asia Pacific,Singapore,Electronics,Wearables,Consumer,17,155.87,2649.79,2094.58,555.21,0.2095
2023-07-26,2023,3,7,July,North America,Canada,Electronics,Laptops,Corporate,15,2067.42,31011.3,24800.21,6211.09,0.2003
2024-07-08,2024,3,7,July,Latin America,Argentina,Furniture,Storage,Small Business,2,329.33,658.66,476.93,181.73,0.2759
2024-01-07,2024,1,1,January,Europe,France,Electronics,Wearables,Consumer,5,126.37,631.85,467.3,164.55,0.2604
2023-11-12,2023,4,11,November,Asia Pacific,Japan,Electronics,Laptops,Consumer,17,2116.51,35980.67,28673.51,7307.16,0.2031
2022-11-17,2022,4,11,November,Europe,Italy,Office Supplies,Paper,Home Office,12,12.01,144.12,100.61,43.51,0.3019
2024-12-06,2024,4,12,December,Asia Pacific,Australia,Office Supplies,Binders,Consumer,18,10.67,192.06,138.03,54.03,0.2813
2022-01-21,2022,1,1,January,North America,Mexico,Office Supplies,Paper,Small Business,14,6.44,90.16,60.95,29.21,0.324
2023-08-25,2023,3,8,August,Asia Pacific,India,Office Supplies,Binders,Small Business,3,21.45,64.35,39.41,24.94,0.3876
2024-03-24,2024,1,3,March,Latin America,Colombia,Electronics,Accessories,Corporate,16,27.37,437.92,351.58,86.34,0.1972
2024-02-12,2024,1,2,February,Asia Pacific,Japan,Electronics,Accessories,Small Business,8,45.85,366.8,267.71,99.09,0.2701
2022-10-17,2022,4,10,October,Asia Pacific,China,Clothing,Kids,Consumer,13,115.96,1507.48,689.1,818.38,0.5429
2023-05-21,2023,2,5,May,North America,Mexico,Furniture,Storage,Consumer,5,597.61,2988.05,1943.7,1044.35,0.3495
2022-06-06,2022,2,6,June,Asia Pacific,Australia,Furniture,Chairs,Corporate,17,279.87,4757.79,3213.83,1543.96,0.3245
2022-04-03,2022,2,4,April,North America,Canada,Office Supplies,Binders,Corporate,16,29.11,465.76,349.47,116.29,0.2497
2022-06-11,2022,2,6,June,Asia Pacific,Singapore,Clothing,Men,Consumer,8,27.79,222.32,128.43,93.89,0.4223
2024-02-28,2024,1,2,February,Asia Pacific,China,Furniture,Desks,Home Office,4,1231.1,4924.4,3551.37,1373.03,0.2788
2023-06-10,2023,2,6,June,Europe,France,Electronics,Wearables,Home Office,3,238.93,716.79,600.1,116.69,0.1628
2023-02-27,2023,1,2,February,Europe,France,Furniture,Desks,Home Office,11,586.15,6447.65,3676.76,2770.89,0.4298
2024-04-21,2024,2,4,April,Asia Pacific,India,Office Supplies,Paper,Consumer,13,8.22,106.86,72.43,34.43,0.3222
2023-11-13,2023,4,11,November,Europe,Germany,Furniture,Tables,Corporate,1,135.59,135.59,108.89,26.7,0.1969
2022-01-03,2022,1,1,January,North America,Canada,Electronics,Accessories,Small Business,3,147.57,442.71,284.57,158.14,0.3572
2024-06-10,2024,2,6,June,Europe,Spain,Electronics,Phones,Small Business,14,1051.97,14727.58,11525.55,3202.03,0.2174
2023-03-02,2023,1,3,March,Asia Pacific,Australia,Furniture,Chairs,Small Business,9,77.58,698.22,534.22,164.0,0.2349
2022-05-13,2022,2,5,May,North America,Canada,Office Supplies,Appliances,Consumer,11,80.5,885.5,666.55,218.95,0.2473
2022-06-05,2022,2,6,June,Europe,France,Electronics,Accessories,Small Business,17,48.82,829.94,719.02,110.92,0.1336
2024-04-07,2024,2,4,April,Europe,Germany,Office Supplies,Writing,Corporate,12,2.87,34.44,25.77,8.67,0.2517
2022-08-01,2022,3,8,August,North America,Canada,Electronics,Phones,Consumer,6,657.8,3946.8,3425.55,521.25,0.1321
2023-06-28,2023,2,6,June,Latin America,Chile,Clothing,Women,Home Office,16,159.38,2550.08,1618.08,932.0,0.3655
2022-07-14,2022,3,7,July,Europe,Italy,Clothing,Men,Consumer,13,156.0,2028.0,966.39,1061.61,0.5235
2023-03-27,2023,1,3,March,Asia Pacific,Japan,Office Supplies,Appliances,Consumer,5,263.93,1319.65,780.45,539.2,0.4086
2022-08-10,2022,3,8,August,Europe,United Kingdom,Electronics,Laptops,Corporate,5,1570.64,7853.2,6388.08,1465.12,0.1866
2023-05-05,2023,2,5,May,Asia Pacific,China,Clothing,Footwear,Consumer,18,45.27,814.86,381.18,433.68,0.5322
2024-10-08,2024,4,10,October,Latin America,Peru,Electronics,Accessories,Consumer,3,79.1,237.3,171.8,65.5,0.276
2022-06-24,2022,2,6,June,Asia Pacific,Singapore,Furniture,Storage,Corporate,4,346.47,1385.88,991.59,394.29,0.2845
2023-05-25,2023,2,5,May,Latin America,Argentina,Electronics,Accessories,Corporate,7,60.59,424.13,272.04,152.09,0.3586
2023-09-30,2023,3,9,September,Europe,France,Furniture,Storage,Corporate,12,497.7,5972.4,4306.66,1665.74,0.2789
2024-07-03,2024,3,7,July,Asia Pacific,China,Office Supplies,Paper,Consumer,16,5.43,86.88,62.97,23.91,0.2752
2022-09-21,2022,3,9,September,Europe,Italy,Office Supplies,Binders,Consumer,10,12.85,128.5,81.04,47.46,0.3693
2024-09-26,2024,3,9,September,Asia Pacific,China,Furniture,Storage,Consumer,1,172.0,172.0,114.63,57.37,0.3335
2022-11-29,2022,4,11,November,Asia Pacific,Australia,Clothing,Women,Home Office,7,200.3,1402.1,990.67,411.43,0.2934
2022-06-10,2022,2,6,June,North America,Canada,Electronics,Laptops,Consumer,6,1246.77,7480.62,4840.31,2640.31,0.353
2023-07-28,2023,3,7,July,Europe,Germany,Clothing,Footwear,Home Office,16,102.02,1632.32,656.81,975.51,0.5976
2023-03-16,2023,1,3,March,North America,Canada,Office Supplies,Appliances,Consumer,9,95.28,857.52,386.87,470.65,0.5489
2023-10-21,2023,4,10,October,Europe,France,Office Supplies,Paper,Consumer,6,23.4,140.4,73.23,67.17,0.4784
2023-04-21,2023,2,4,April,Europe,Germany,Electronics,Accessories,Corporate,9,111.76,1005.84,654.66,351.18,0.3491
2024-07-09,2024,3,7,July,Latin America,Chile,Furniture,Chairs,Small Business,16,205.66,3290.56,2528.66,761.9,0.2315
2022-02-26,2022,1,2,February,Europe,Italy,Clothing,Kids,Corporate,14,55.43,776.02,396.4,379.62,0.4892
2023-09-08,2023,3,9,September,Asia Pacific,China,Office Supplies,Binders,Consumer,7,24.44,171.08,102.31,68.77,0.402
2024-09-01,2024,3,9,September,Latin America,Chile,Office Supplies,Writing,Corporate,6,6.35,38.1,20.29,17.81,0.4675
2023-05-02,2023,2,5,May,Latin America,Colombia,Electronics,Laptops,Home Office,1,1213.17,1213.17,886.21,326.96,0.2695
2022-02-13,2022,1,2,February,North America,United States,Clothing,Men,Corporate,16,119.03,1904.48,1282.06,622.42,0.3268
2022-09-22,2022,3,9,September,Europe,Italy,Clothing,Women,Home Office,12,47.16,565.92,247.2,318.72,0.5632
2023-12-09,2023,4,12,December,Asia Pacific,Singapore,Electronics,Laptops,Consumer,9,1533.12,13798.08,8848.98,4949.1,0.3587
2022-01-24,2022,1,1,January,North America,United States,Furniture,Desks,Corporate,6,523.39,3140.34,1746.48,1393.86,0.4439
2024-08-07,2024,3,8,August,Asia Pacific,Japan,Electronics,Laptops,Small Business,17,2310.49,39278.33,26881.49,12396.84,0.3156
2022-03-11,2022,1,3,March,Asia Pacific,India,Clothing,Women,Consumer,8,47.42,379.36,172.47,206.89,0.5454
2022-03-07,2022,1,3,March,North America,United States,Clothing,Footwear,Corporate,1,74.38,74.38,48.13,26.25,0.3529
2023-11-03,2023,4,11,November,North America,United States,Clothing,Men,Home Office,5,59.93,299.65,121.15,178.5,0.5957
2022-11-28,2022,4,11,November,Europe,Italy,Clothing,Kids,Small Business,2,68.63,137.26,60.05,77.21,0.5625
2022-04-04,2022,2,4,April,Europe,Germany,Electronics,Wearables,Home Office,1,629.32,629.32,485.63,143.69,0.2283
2024-06-24,2024,2,6,June,Asia Pacific,India,Office Supplies,Paper,Consumer,4,13.08,52.32,33.6,18.72,0.3578
2022-09-15,2022,3,9,September,North America,Canada,Electronics,Wearables,Consumer,12,429.79,5157.48,4272.74,884.74,0.1715
2024-12-03,2024,4,12,December,Asia Pacific,China,Electronics,Wearables,Corporate,7,233.37,1633.59,1110.2,523.39,0.3204
2024-05-23,2024,2,5,May,North America,Mexico,Clothing,Footwear,Corporate,16,36.01,576.16,288.03,288.13,0.5001
2023-10-26,2023,4,10,October,Latin America,Argentina,Clothing,Kids,Corporate,16,17.15,274.4,160.82,113.58,0.4139
2022-06-20,2022,2,6,June,Europe,Spain,Electronics,Wearables,Home Office,2,212.34,424.68,284.13,140.55,0.331
2024-08-20,2024,3,8,August,Europe,Germany,Clothing,Women,Consumer,6,52.42,314.52,126.92,187.6,0.5965
2022-08-14,2022,3,8,August,Europe,United Kingdom,Furniture,Storage,Consumer,9,476.69,4290.21,2987.41,1302.8,0.3037
2022-08-26,2022,3,8,August,North America,United States,Electronics,Accessories,Consumer,4,128.17,512.68,410.75,101.93,0.1988
2022-08-23,2022,3,8,August,Asia Pacific,Singapore,Clothing,Kids,Corporate,5,89.22,446.1,233.6,212.5,0.4764
2024-03-09,2024,1,3,March,Asia Pacific,India,Electronics,Laptops,Consumer,14,1180.4,16525.6,10761.4,5764.2,0.3488
2022-01-02,2022,1,1,January,North America,United States,Clothing,Kids,Consumer,3,71.48,214.44,89.76,124.68,0.5814
2022-12-04,2022,4,12,December,North America,United States,Electronics,Wearables,Consumer,6,236.01,1416.06,977.87,438.19,0.3094
2024-11-18,2024,4,11,November,North America,Canada,Clothing,Kids,Consumer,17,21.5,365.5,213.95,151.55,0.4146
2022-08-19,2022,3,8,August,Europe,France,Clothing,Men,Home Office,12,58.45,701.4,334.08,367.32,0.5237
2023-06-10,2023,2,6,June,Europe,United Kingdom,Clothing,Women,Consumer,18,210.64,3791.52,1765.24,2026.28,0.5344
2022-05-23,2022,2,5,May,Latin America,Chile,Office Supplies,Paper,Corporate,2,28.81,57.62,33.85,23.77,0.4125
2023-01-26,2023,1,1,January,North America,Mexico,Office Supplies,Binders,Consumer,3,16.32,48.96,31.55,17.41,0.3556
2023-05-02,2023,2,5,May,Asia Pacific,Australia,Clothing,Kids,Consumer,2,58.06,116.12,46.56,69.56,0.599
2024-11-22,2024,4,11,November,Europe,Italy,Office Supplies,Appliances,Consumer,4,36.85,147.4,88.09,59.31,0.4024
2022-02-06,2022,1,2,February,North America,United States,Furniture,Storage,Consumer,11,435.56,4791.16,3708.39,1082.77,0.226
2023-07-11,2023,3,7,July,North America,Canada,Furniture,Storage,Consumer,12,492.69,5912.28,4389.6,1522.68,0.2575
2024-06-09,2024,2,6,June,North America,United States,Electronics,Accessories,Small Business,13,112.61,1463.93,1034.1,429.83,0.2936
2022-08-06,2022,3,8,August,Latin America,Argentina,Electronics,Wearables,Home Office,5,518.31,2591.55,1883.24,708.31,0.2733
2023-05-04,2023,2,5,May,Europe,United Kingdom,Electronics,Wearables,Home Office,6,113.59,681.54,528.56,152.98,0.2245
2024-05-17,2024,2,5,May,North America,United States,Electronics,Phones,Corporate,5,487.1,2435.5,1964.9,470.6,0.1932
2022-08-27,2022,3,8,August,North America,Mexico,Office Supplies,Paper,Corporate,6,22.92,137.52,82.91,54.61,0.3971
2024-10-26,2024,4,10,October,North America,Canada,Clothing,Men,Consumer,9,62.88,565.92,274.04,291.88,0.5158
2023-12-08,2023,4,12,December,Europe,United Kingdom,Electronics,Laptops,Small Business,15,2275.22,34128.3,23959.68,10168.62,0.298
2024-06-21,2024,2,6,June,North America,Canada,Electronics,Accessories,Corporate,12,22.28,267.36,192.94,74.42,0.2784
2023-06-26,2023,2,6,June,North America,Mexico,Electronics,Phones,Home Office,1,908.08,908.08,701.71,206.37,0.2273
2024-05-15,2024,2,5,May,North America,Canada,Clothing,Kids,Consumer,6,80.71,484.26,336.83,147.43,0.3044
2024-07-24,2024,3,7,July,North America,United States,Furniture,Desks,Corporate,7,1136.52,7955.64,6472.41,1483.23,0.1864
2024-04-03,2024,2,4,April,Asia Pacific,China,Furniture,Storage,Consumer,16,268.94,4303.04,2542.97,1760.07,0.409
2023-10-19,2023,4,10,October,North America,Canada,Electronics,Laptops,Consumer,16,1719.53,27512.48,20590.23,6922.25,0.2516
2022-09-26,2022,3,9,September,Europe,France,Clothing,Men,Consumer,9,72.69,654.21,273.91,380.3,0.5813
2024-05-13,2024,2,5,May,Europe,Italy,Electronics,Laptops,Consumer,17,692.74,11776.58,7616.65,4159.93,0.3532
2023-02-27,2023,1,2,February,North America,United States,Furniture,Storage,Consumer,8,269.94,2159.52,1714.63,444.89,0.206
2024-05-03,2024,2,5,May,North America,Canada,Clothing,Footwear,Consumer,11,99.26,1091.86,460.27,631.59,0.5785
2023-11-19,2023,4,11,November,Latin America,Argentina,Clothing,Footwear,Consumer,9,244.94,2204.46,1463.81,740.65,0.336
2022-09-29,2022,3,9,September,Latin America,Brazil,Electronics,Laptops,Consumer,2,697.91,1395.82,983.1,412.72,0.2957
2023-09-25,2023,3,9,September,Latin America,Argentina,Electronics,Wearables,Corporate,1,525.08,525.08,338.37,186.71,0.3556
2023-11-28,2023,4,11,November,Latin America,Chile,Electronics,Phones,Small Business,13,530.27,6893.51,5182.84,1710.67,0.2482
2022-08-07,2022,3,8,August,North America,Canada,Electronics,Wearables,Consumer,17,227.42,3866.14,3335.49,530.65,0.1373
2022-11-04,2022,4,11,November,Asia Pacific,Japan,Furniture,Desks,Consumer,14,444.37,6221.18,5019.46,1201.72,0.1932
2023-03-05,2023,1,3,March,Europe,United Kingdom,Furniture,Desks,Corporate,2,385.59,771.18,451.75,319.43,0.4142
2022-07-15,2022,3,7,July,North America,Mexico,Office Supplies,Paper,Corporate,17,7.21,122.57,95.34,27.23,0.2222
2022-06-29,2022,2,6,June,Asia Pacific,India,Furniture,Tables,Home Office,5,1046.88,5234.4,3943.72,1290.68,0.2466
2023-02-04,2023,1,2,February,North America,United States,Office Supplies,Binders,Home Office,10,4.47,44.7,29.72,14.98,0.3351
2023-12-02,2023,4,12,December,Europe,United Kingdom,Office Supplies,Writing,Consumer,12,17.77,213.24,158.97,54.27,0.2545
2023-02-17,2023,1,2,February,Asia Pacific,Singapore,Office Supplies,Appliances,Consumer,14,146.37,2049.18,991.96,1057.22,0.5159
2024-09-09,2024,3,9,September,Europe,Germany,Electronics,Accessories,Home Office,9,27.1,243.9,213.33,30.57,0.1253
2022-01-12,2022,1,1,January,Europe,Spain,Furniture,Desks,Consumer,2,1316.78,2633.56,1579.94,1053.62,0.4001
2024-02-28,2024,1,2,February,Latin America,Argentina,Electronics,Wearables,Consumer,10,209.96,2099.6,1420.32,679.28,0.3235
2022-11-24,2022,4,11,November,Asia Pacific,India,Clothing,Footwear,Corporate,3,33.99,101.97,51.12,50.85,0.4987
2023-03-11,2023,1,3,March,Latin America,Peru,Electronics,Phones,Small Business,2,650.59,1301.18,966.13,335.05,0.2575
2022-07-11,2022,3,7,July,Asia Pacific,Japan,Electronics,Phones,Small Business,16,1124.17,17986.72,15056.45,2930.27,0.1629
2022-08-23,2022,3,8,August,Asia Pacific,Japan,Electronics,Phones,Consumer,1,1157.96,1157.96,948.55,209.41,0.1808
2022-04-06,2022,2,4,April,Europe,United Kingdom,Clothing,Women,Corporate,10,132.93,1329.3,883.95,445.35,0.335
2023-02-15,2023,1,2,February,Latin America,Peru,Clothing,Kids,Consumer,18,102.29,1841.22,947.61,893.61,0.4853
2023-01-10,2023,1,1,January,Europe,Germany,Electronics,Laptops,Small Business,1,916.4,916.4,756.21,160.19,0.1748
2024-04-18,2024,2,4,April,North America,Canada,Office Supplies,Paper,Corporate,14,12.64,176.96,107.26,69.7,0.3939
2022-12-03,2022,4,12,December,Europe,France,Electronics,Accessories,Home Office,18,89.35,1608.3,1104.32,503.98,0.3134
2023-04-30,2023,2,4,April,North America,United States,Electronics,Accessories,Consumer,9,73.5,661.5,510.22,151.28,0.2287
2024-11-09,2024,4,11,November,Asia Pacific,China,Clothing,Footwear,Consumer,9,182.33,1640.97,900.82,740.15,0.451
2023-06-30,2023,2,6,June,Asia Pacific,China,Office Supplies,Binders,Consumer,9,23.66,212.94,151.92,61.02,0.2866
2024-03-20,2024,1,3,March,North America,Mexico,Clothing,Kids,Corporate,10,41.74,417.4,210.85,206.55,0.4948
2022-07-10,2022,3,7,July,Asia Pacific,Japan,Electronics,Accessories,Corporate,9,28.55,256.95,207.27,49.68,0.1933
2024-12-31,2024,4,12,December,Europe,Germany,Electronics,Phones,Consumer,5,668.64,3343.2,2755.8,587.4,0.1757
2023-12-22,2023,4,12,December,Asia Pacific,China,Clothing,Women,Consumer,11,65.43,719.73,458.28,261.45,0.3633
2024-06-23,2024,2,6,June,Latin America,Argentina,Clothing,Men,Small Business,6,152.61,915.66,369.34,546.32,0.5966
2024-08-01,2024,3,8,August,Europe,Spain,Furniture,Desks,Consumer,18,153.78,2768.04,2159.88,608.16,0.2197
2024-09-07,2024,3,9,September,Asia Pacific,Japan,Electronics,Wearables,Consumer,11,632.08,6952.88,6024.08,928.8,0.1336
2022-11-20,2022,4,11,November,Europe,Italy,Electronics,Laptops,Corporate,17,2376.21,40395.57,30973.4,9422.17,0.2332
2023-04-29,2023,2,4,April,North America,Mexico,Electronics,Accessories,Consumer,17,52.47,891.99,701.13,190.86,0.214
2023-12-10,2023,4,12,December,North America,United States,Furniture,Storage,Corporate,4,488.74,1954.96,1215.17,739.79,0.3784
2024-08-19,2024,3,8,August,North America,Mexico,Furniture,Storage,Consumer,13,650.4,8455.2,6191.13,2264.07,0.2678
2023-09-17,2023,3,9,September,Asia Pacific,Japan,Furniture,Chairs,Home Office,9,485.23,4367.07,2884.77,1482.3,0.3394
2024-07-15,2024,3,7,July,Asia Pacific,India,Electronics,Accessories,Corporate,11,38.5,423.5,266.42,157.08,0.3709
2023-10-21,2023,4,10,October,North America,Canada,Office Supplies,Binders,Corporate,11,12.8,140.8,100.52,40.28,0.2861
2024-12-03,2024,4,12,December,North America,Mexico,Electronics,Phones,Home Office,17,532.08,9045.36,5843.61,3201.75,0.354
2024-12-01,2024,4,12,December,North America,United States,Clothing,Women,Consumer,8,15.0,120.0,69.73,50.27,0.4189
2023-09-25,2023,3,9,September,North America,United States,Electronics,Phones,Consumer,3,1018.94,3056.82,2234.38,822.44,0.2691
2023-02-17,2023,1,2,February,Latin America,Peru,Furniture,Storage,Small Business,18,136.47,2456.46,1460.25,996.21,0.4055
2024-09-11,2024,3,9,September,Asia Pacific,Australia,Electronics,Phones,Corporate,16,460.31,7364.96,5889.09,1475.87,0.2004
2023-12-18,2023,4,12,December,North America,Mexico,Furniture,Tables,Corporate,1,825.34,825.34,485.38,339.96,0.4119
2023-11-24,2023,4,11,November,North America,Canada,Clothing,Men,Consumer,8,52.92,423.36,304.26,119.1,0.2813
2024-05-22,2024,2,5,May,Europe,France,Furniture,Desks,Corporate,16,932.39,14918.24,11893.46,3024.78,0.2028
2022-12-26,2022,4,12,December,North America,United States,Electronics,Phones,Consumer,6,363.55,2181.3,1703.78,477.52,0.2189
2023-12-12,2023,4,12,December,North America,Canada,Clothing,Footwear,Consumer,12,95.5,1146.0,541.68,604.32,0.5273
2023-12-22,2023,4,12,December,North America,Mexico,Office Supplies,Writing,Small Business,11,1.02,11.22,6.48,4.74,0.4225
2024-12-06,2024,4,12,December,Latin America,Chile,Clothing,Men,Consumer,7,133.64,935.48,390.29,545.19,0.5828
2022-11-03,2022,4,11,November,North America,Mexico,Furniture,Desks,Home Office,18,931.86,16773.48,11757.25,5016.23,0.2991
2024-03-30,2024,1,3,March,Asia Pacific,Australia,Clothing,Men,Consumer,11,169.9,1868.9,1279.38,589.52,0.3154
2022-03-07,2022,1,3,March,Asia Pacific,Singapore,Furniture,Tables,Small Business,11,258.18,2839.98,1724.02,1115.96,0.3929
2023-04-24,2023,2,4,April,Latin America,Brazil,Clothing,Men,Consumer,15,13.04,195.6,118.17,77.43,0.3959
2023-12-17,2023,4,12,December,Europe,France,Office Supplies,Paper,Consumer,2,7.95,15.9,10.41,5.49,0.3453
